Date,Date Added,Location,Endroit,Address,Address-fr,Transit Route,Details,Précisions
09/02/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,12,From approximately 8 a.m. to 8:20 a.m. and from 7:30 p.m. to 7:50 p.m. on each day.,D’environ 8 h à 8 h 20 et 19 h 30 à 19 h 50 tous les jours.
09/02/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,11,From approximately 8 a.m. to 8:20 a.m. and from 7:30 p.m. to 7:50 p.m. on each day.,D’environ 8 h à 8 h 20 et 19 h 30 à 19 h 50 tous les jours.
09/08/2020 12:00:00 AM,09/09/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,16,"From approximately 7:51 a.m. at the Graham Avenue and Vaughn Street stop location to Churchill High School, located at 510 Hay St.","À partir d’environ 7 h 51, depuis l’arrêt situé à l’intersection de l’avenue Graham et de la rue Vaughan, jusqu’à l’école secondaire Churchill, au 510, rue Hay."
09/15/2020 12:00:00 AM,09/21/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,412,"From the Headmaster/Mildred stop to John Pritchard School from approximately 8:15 a.m. to 8:40 a.m., and the return route from approximately 3 p.m. to 3:25 p.m.","De l’arrêt Headmaster/Mildred à l’école John Pritchard, entre 8 h 15 et 8 h 40 environ, et dans le sens inverse, entre 15 h et 15 h 25 environ."
09/01/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,12,From approximately 8 a.m. to 8:20 a.m. and from 7:30 p.m. to 7:50 p.m. on each day.,D’environ 8 h à 8 h 20 et 19 h 30 à 19 h 50 tous les jours.
08/31/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,11,From approximately 8 a.m. to 8:20 a.m. and from 7:30 p.m. to 7:50 p.m. on each day.,D’environ 8 h à 8 h 20 et 19 h 30 à 19 h 50 tous les jours.
09/13/2020 12:00:00 AM,09/22/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,47,"On Sunday, September 13, the individual rode route 47, boarding at approximately 9:45 p.m. at Plessis Road and Rosseau Avenue West and exiting at approximately 10:20 p.m. at Mayfair Avenue and Queen Elizabeth Way.","Le samedi 12 septembre, la personne a pris la ligne 47. Elle a embarqué dans l’autobus vers 11 h 32 à l’intersection de l’avenue Mayfair et de Queen Elizabeth Way, et a débarqué vers 12 h 10 à l’intersection de l’avenue Kildare Ouest et du croissant Kootenay."
09/15/2020 12:00:00 AM,09/21/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,14,"11:10 a.m. and 11:30 a.m., boarding the bus at Ellice Avenue and Spence Street and exiting on St. Mary Avenue.","Entre 11 h 10 et 11 h 30, depuis l’arrêt situé sur l’avenue Ellice au niveau de la rue Spence et jusqu’à l’avenue St. Mary."
09/24/2020 12:00:00 AM,10/02/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,"On Wednesday, September 23, and Thursday, September 24, the individual rode route 10, boarding the bus at Provencher Boulevard and Rue Saint-Jean-Baptiste, and exiting at Portage Avenue at Donald Street. The individual then transferred to a route 14 bus, exiting at Ellice Avenue at Simcoe Street. The individual travelled on both days between 8 a.m. and 9 a.m.","Le mercredi 23 septembre et le jeudi 24 septembre, la personne a pris la ligne 10. Elle a embarqué dans l’autobus à l’intersection du boulevard Provencher et de la rue Saint-Jean-Baptiste, et a débarqué à l’intersection de l’avenue Portage et de la rue Donald. La personne a ensuite pris un autobus de correspondance de la ligne 14, dont elle a débarqué à l’intersection de l’avenue Ellice et de la rue Simcoe. La personne s’est déplacée entre 8 h et 9 h les deux jours."
09/23/2020 12:00:00 AM,10/02/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,"On Wednesday, September 23, and Thursday, September 24, the individual rode route 10, boarding the bus at Provencher Boulevard and Rue Saint-Jean-Baptiste, and exiting at Portage Avenue at Donald Street. The individual then transferred to a route 14 bus, exiting at Ellice Avenue at Simcoe Street. The individual travelled on both days between 8 a.m. and 9 a.m.","Le mercredi 23 septembre et le jeudi 24 septembre, la personne a pris la ligne 10. Elle a embarqué dans l’autobus à l’intersection du boulevard Provencher et de la rue Saint-Jean-Baptiste, et a débarqué à l’intersection de l’avenue Portage et de la rue Donald. La personne a ensuite pris un autobus de correspondance de la ligne 14, dont elle a débarqué à l’intersection de l’avenue Ellice et de la rue Simcoe. La personne s’est déplacée entre 8 h et 9 h les deux jours."
09/24/2020 12:00:00 AM,10/02/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,14,"On Wednesday, September 23, and Thursday, September 24, the individual rode route 10, boarding the bus at Provencher Boulevard and Rue Saint-Jean-Baptiste, and exiting at Portage Avenue at Donald Street. The individual then transferred to a route 14 bus, exiting at Ellice Avenue at Simcoe Street. The individual travelled on both days between 8 a.m. and 9 a.m.","Le mercredi 23 septembre et le jeudi 24 septembre, la personne a pris la ligne 10. Elle a embarqué dans l’autobus à l’intersection du boulevard Provencher et de la rue Saint-Jean-Baptiste, et a débarqué à l’intersection de l’avenue Portage et de la rue Donald. La personne a ensuite pris un autobus de correspondance de la ligne 14, dont elle a débarqué à l’intersection de l’avenue Ellice et de la rue Simcoe. La personne s’est déplacée entre 8 h et 9 h les deux jours."
12/03/2020 12:00:00 AM,12/07/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,18,Graham Ave. at Donald St. to Corydon Ave. at Nassau St. from 2:30 p.m. to 3:30 p.m.,"Depuis le coin de l’av. Graham et de la rue Donald jusqu’au coin de l’av. Corydon et de la rue Nassau, entre 14 h 30 et 15 h 30"
11/09/2020 12:00:00 AM,11/16/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,24,From Moray St. and Ness Ave. to Portage Place from 7:30 a.m. to 8 a.m.,"Depuis le coin de la rue Moray et de l’av. Ness jusqu’à Portage Place, entre 7 h 30 et 8 h"
12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne",77,Route 77 at approximately 7:40 a.m. and 2:10 p.m.,"Ligne 77, à environ 7 h 40 et 14 h 10"
11/09/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,12,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
11/09/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,11,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
11/09/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,33,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
12/08/2020 12:00:00 AM,12/18/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,11,Route  21 (Crestview) eastbound from Portage Ave. and Vaughn St. to Portage Ave. and Wall St. from 1 p.m. to 1:30 p.m.|Route 11 (Polo Park) eastbound from Portage Ave. and Wall St. to Portage Ave. and Sherbrook St. from 3 p.m. to 3:30 p.m.,"Ligne 21 (Crestview) en direction est, depuis le coin de l’av. Portage et de la rue Vaughan jusqu’au coin de l’av. Portage et de la rue Wall, entre 13 h et 13 h 30 |Ligne 11 (Polo Park) en direction est, depuis le coin de l’av. Portage et de la rue Wall jusqu’au coin de l’av. Portage et de la rue Sherbrook, entre 15 h et 15 h 30|"
11/10/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,11,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
12/10/2020 12:00:00 AM,12/21/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne",77,Route 77 at approximately 7:40 a.m. and 2:10 p.m.,"Ligne 77, à environ 7 h 40 et 14 h 10"
11/10/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,33,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
12/08/2020 12:00:00 AM,12/18/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,21,Route  21 (Crestview) eastbound from Portage Ave. and Vaughn St. to Portage Ave. and Wall St. from 1 p.m. to 1:30 p.m.|Route 11 (Polo Park) eastbound from Portage Ave. and Wall St. to Portage Ave. and Sherbrook St. from 3 p.m. to 3:30 p.m.,"Ligne 21 (Crestview) en direction est, depuis le coin de l’av. Portage et de la rue Vaughan jusqu’au coin de l’av. Portage et de la rue Wall, entre 13 h et 13 h 30 |Ligne 11 (Polo Park) en direction est, depuis le coin de l’av. Portage et de la rue Wall jusqu’au coin de l’av. Portage et de la rue Sherbrook, entre 15 h et 15 h 30|"
11/10/2020 12:00:00 AM,11/15/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,12,November 9: |Route 12 from William Ave. and Main St. to Hazel Dell Ave. and Henderson Hwy. at 4:45 p.m.|November 10:|Route 33 from Health Sciences Centre to Portage Ave. and Graham St. at 4:00 p.m.|November 10:|Route 11 from Portage Ave. and Graham St. to Hazel Dell Ave. and Henderson Hwy. at 4:15 p.m.,"Le 9 novembre :|Ligne 12, depuis le coin de l’av. William et de la rue Main jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 45|Le 10 novembre :|Ligne 33, depuis le Centre des sciences de la santé jusqu’au coin de l’av. Portage et de la rue Graham à 16 h|Le 10 novembre :|Ligne 11, depuis le coin de l’av. Portage et de la rue Graham jusqu’au coin de l’av. Hazel Dell et du ch. Henderson à 16 h 15"
11/10/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,38,Templeton Ave. and Ferrier St. to William Ave. and Isabel St. from 2:00 p.m. to 4:25 p.m.,"Depuis le coin de l’av. Templeton et de la rue Ferrier jusqu’au coin de l’av. William et de la rue Isabel, entre 14 h et 16 h 25"
11/10/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,44,McLeod Ave. and Stefanie Dr. to City Hall from 6:55 a.m. to 7:20 a.m.,"Depuis le coin de l’av. McLeod et de la prom. Stefanie jusqu’à l’hôtel de ville, entre 6 h 55 et 7 h 20"
11/13/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,38,Templeton Ave. and Ferrier St. to William Ave. and Isabel St. from 2:00 p.m. to 4:25 p.m.,"Depuis le coin de l’av. Templeton et de la rue Ferrier jusqu’au coin de l’av. William et de la rue Isabel, entre 14 h et 16 h 25"
11/12/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,38,Templeton Ave. and Ferrier St. to William Ave. and Isabel St. from 2:00 p.m. to 4:25 p.m.,"Depuis le coin de l’av. Templeton et de la rue Ferrier jusqu’au coin de l’av. William et de la rue Isabel, entre 14 h et 16 h 25"
11/09/2020 12:00:00 AM,11/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,44,McLeod Ave. and Stefanie Dr. to City Hall from 6:55 a.m. to 7:20 a.m.,"Depuis le coin de l’av. McLeod et de la prom. Stefanie jusqu’à l’hôtel de ville, entre 6 h 55 et 7 h 20"
10/31/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,14,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
10/16/2020 12:00:00 AM,10/23/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,71,"A passenger rode route 71 at 4 p.m., boarding at a stop on Sinclair Street and exiting at the corner of Arlington Street and Aberdeen Avenue.","Une personne a pris un autobus de la ligne 71 à 16 h, depuis un arrêt situé sur la rue Sinclair, et a débarqué au coin de la rue Arlington et de l’avenue Aberdeen."
10/31/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,19,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
11/02/2020 12:00:00 AM,11/08/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,Approx. 3:30 p.m. – 4 p.m. from the 1600 block of Church Ave. to near 180 Henry St.,"Entre 15 h 30 et 16 h, depuis le bloc 1600 de l’av. Church jusque vers le 180, rue Henry"
10/05/2020 12:00:00 AM,10/19/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,45,"At 6:45 p.m. Route 45, 55. Panet Road and Reenders Avenue to Portage Avenue, transfer with arrival at Worthington and St. Annes Road.","À 18 h 45. Lignes 45 et 55. Depuis le chemin Panet et l’avenue Reenders, jusqu’à l’avenue Portage, puis correspondance et arrivée au coin de l’avenue Worthington et du chemin St. Anne’s."
10/17/2020 12:00:00 AM,10/27/2020 12:00:00 AM,"Winnipeg Police Service Central Division, Headquarters Building","Division centrale du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,The two affected Winnipeg Police Service members work in the Central Division area. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.,Les deux membres du personnel du Service de police de Winnipeg travaillent pour le secteur de la division centrale. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ces cas et leur donneront des consignes sur les mesures à prendre.
11/01/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,33,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
11/05/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
10/21/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,"A passenger rode route 15 twice on each day:|Boarding on Kennedy Street at 8:25 a.m., and exiting at Sargent Avenue and Banning Street at 8:40 a.m.|Boarding at Sargent Avenue and Banning Street at 3:30 p.m. and exiting on Kennedy Street at 4 p.m.","Une personne a emprunté la ligne 15 deux fois chacun de ces jours :|Elle est montée dans un autobus à 8 h 25, depuis la rue Kennedy, et a débarqué au coin de l’avenue Sargent et de la rue Banning à 8 h 40.|À 15 h 30, elle est montée dans un autobus depuis le coin de l’avenue Sargent et de la rue Banning, et a débarqué sur la rue Kennedy à 16 h."
10/27/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,21,Approx. 3:50 p.m. Portage and Parkdale to Portage and Trail Ave,"Vers 15 h 50, depuis le coin de Portage et Parkdale jusqu’au coin de Portage et de l’av. Trail"
11/03/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,66,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
10/06/2020 12:00:00 AM,10/15/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,55,"On both days, a passenger rode route 55 between 4 p.m. and 4:30 p.m., boarding at St. Mary Avenue and Garry Street and exiting Lyndale Drive and St. Mary’s Road.","Les deux jours, une personne a emprunté la ligne 55 entre 16 h et 16 h 30. Elle a embarqué à l’intersection de l’avenue St. Mary et de la rue Garry, et a débarqué à l’intersection de la promenade Lyndale et du chemin St. Mary’s."
10/02/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Police Service Centre in Headquarters Building,"Centre du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,"A affected Winnipeg Police Service member works in the Service Centre, where the public report crimes in person and obtain criminal record checks or non-criminal fingerprinting. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.","Un membre du Service de police de Winnipeg infecté travaille au centre de services, où le public vient en personne signaler des crimes et obtenir des vérifications de casier judiciaire ou des empreintes digitales pour des motifs non criminels. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ce cas, et leur donneront des consignes sur les mesures à prendre."
10/27/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,20,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/09/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,22,"A passenger was on route 78 from Waverley Street at McGillivray Boulevard to Polo Park from approximately 4:25 p.m. to 4:50 p.m., then rode the route 22 from Polo Park to Portage Avenue at St. Charles Street from approximately 5 p.m. to 5:45 p.m.","Une personne a emprunté la ligne 78 depuis le coin de la rue Waverley et du boulevard McGillivray jusqu’à Polo Park, entre environ 16 h 25 et 16 h 50, puis la ligne 22 depuis Polo Park jusqu’au coin de l’avenue Portage et de la rue St. Charles, entre environ 17 h et 17 h 45."
10/12/2020 12:00:00 AM,10/20/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,17,From 3:20 p.m. to 3:40 p.m. Oct 12 - Northbound Mandalay Drive and Jefferson Avenue to Southbound McGregor Street to Enniskillen Avenue.,"De 15 h 20 à 15 h 40. Depuis le coin de la promenade Mandalay, direction nord, et de l’avenue Jefferson, jusqu’au coin de la rue McGregor, direction sud, et de l’avenue Enniskillen."
11/05/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,19,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
10/05/2020 12:00:00 AM,10/19/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,55,"At 6:45 p.m. Route 45, 55. Panet Road and Reenders Avenue to Portage Avenue, transfer with arrival at Worthington and St. Annes Road.","À 18 h 45. Lignes 45 et 55. Depuis le chemin Panet et l’avenue Reenders, jusqu’à l’avenue Portage, puis correspondance et arrivée au coin de l’avenue Worthington et du chemin St. Anne’s."
11/05/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,BLUE - St. Norbert Branch,Garry St. (Winnipeg Square) at 4:40 p.m. to southbound Pembina Hwy. at Greencrest Ave. at 5:10 p.m.,Depuis la rue Garry (Winnipeg Square) à 16 h 40 jusqu’au coin du ch. Pembina et de l’av. Greencrest en direction sud à 17 h 10
11/06/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,11,Portage Ave. from westbound Gilmore Ave. at Autumnlea Path to westbound Portage Ave. and Wall St. from approx. 12:30 p.m. to 1:15 p.m.|Portage Ave. and Newman St. to eastbound Gilmore Ave. and Marcie St. from approx. 1:30 p.m. to 2:15 p.m.,"Avenue Portage, depuis le coin de l’av. Gilmore et de Autumnlea Path en direction ouest jusqu’au coin de l’av. Portage et de la rue Wall en direction ouest, entre 12 h 30 et 13 h 15 environ|Depuis le coin de l’av. Portage et de la rue Newman en direction est jusqu’au coin de l’av. Gilmore et de la rue Marcie, entre 13 h 30 et 14 h 15 environ"
